text,label,text_clean,final_level
kesal,negative,kesal,2
"menu makanan cina makanan lumayan lengkap hanya porsi kecil , untuk makanan di sini lebih baik beli yang sudah satu paket nasi dan sayiuran dalam mangkok",negative,menu makanan cina makanan lumayan lengkap hanya porsi kecil untuk makanan di sini lebih baik beli yang sudah satu paket nasi dan sayiuran dalam mangkok,2
"anda terlalu sombong mengatakan pak jokowi tidak pernah jadi aktivis , apakah menjadi aktivis sesuatu yang hebat ? anda sendiri hanya jadi provokator dalam masalah ini , ini bukan perang dengan mahasiswa , ini perang nkri dengan paham terorisme , pengecut yang bersembunyi",negative,anda terlalu sombong mengatakan pak jokowi tidak pernah jadi aktivis apakah menjadi aktivis sesuatu yang hebat anda sendiri hanya jadi provokator dalam masalah ini ini bukan perang dengan mahasiswa ini perang nkri dengan paham terorisme pengecut yang bersembunyi,2
"baik beberapa kali ke sini entah buat kerja , perjalanan keluarga , teman-teman atau pasangan . sekadar santai-santai . tempat nya enak dengan alunan musik sunda . relaxing banget . di gubuk-gubuk makan dan nikmatin suasa . alam yang ditata tetapi tetap natural tetapi sayang makanan nya kurang enak menurut saya . lebih ke standart . but boleh dicoba tetapi jangan berharap lebih buat makanan nya .",negative,baik beberapa kali ke sini entah buat kerja perjalanan keluarga temanteman atau pasangan sekadar santaisantai tempat nya enak dengan alunan musik sunda relaxing banget di gubukgubuk makan dan nikmatin suasa alam yang ditata tetapi tetap natural tetapi sayang makanan nya kurang enak menurut saya lebih ke standart but boleh dicoba tetapi jangan berharap lebih buat makanan nya,2
ayo laporkan saja . rakyat mendukung . fadli zon pantas masuk buih dan pantas di gelar lambe tura untuk fadli zon badut gerinda . rakyat saja sudah tahu partai gerinda partai suka memfitnah .,negative,ayo laporkan saja rakyat mendukung fadli zon pantas masuk buih dan pantas di gelar lambe tura untuk fadli zon badut gerinda rakyat saja sudah tahu partai gerinda partai suka memfitnah,2
"lebih kesal saya wi , 2014 tidak punya presiden ada nya cuma petugas partai",negative,lebih kesal saya wi 2014 tidak punya presiden ada nya cuma petugas partai,2
"apa cuma gue di sini yang sudah mulai jenuh dengan film indonesia yang pemain nya itu lagi , itu lagi",negative,apa cuma gue di sini yang sudah mulai jenuh dengan film indonesia yang pemain nya itu lagi itu lagi,2
"antek prabowo mana ini , tidak nongol mati saja kau barisan sakit hati",negative,antek prabowo mana ini tidak nongol mati saja kau barisan sakit hati,2
"terus terang agak kecewa dengan pelayanan nya , tempat terlihat agak kurang terawat , pada saat libur lebaran kami harus menunggu 1 jam lebih sampai restoran buka . untuk rasa udang bakar madu biasa saja dan harga relatif mahal",negative,terus terang agak kecewa dengan pelayanan nya tempat terlihat agak kurang terawat pada saat libur lebaran kami harus menunggu 1 jam lebih sampai restoran buka untuk rasa udang bakar madu biasa saja dan harga relatif mahal,2
saudara-saudara sebangsa setanah air . waspadalah kalian semua . mayoritas di negara ini pada mulai bergerak untuk menghancurkan kita-kita . jagalah diri kalian masing-masing .,negative,saudarasaudara sebangsa setanah air waspadalah kalian semua mayoritas di negara ini pada mulai bergerak untuk menghancurkan kitakita jagalah diri kalian masingmasing,2
"beli kuota mahal-mahal . masuk aplikasi my telkomsel saja tidak bisa . mau marah , tapi mau tidak mau harus pakai juga .",negative,beli kuota mahalmahal masuk aplikasi my telkomsel saja tidak bisa mau marah tapi mau tidak mau harus pakai juga,2
hotel paling hitungan dan pelayanan terburuk dengan harga mahal .,negative,hotel paling hitungan dan pelayanan terburuk dengan harga mahal,2
terakhir-terakhir pakai indosat rasanya ingin marah hampir tidak bisa dipakai,negative,terakhirterakhir pakai indosat rasanya ingin marah hampir tidak bisa dipakai,2
sudah beberapa kali ke jampoeng daun . suasana dingin enak . cuma sering hujan . yang kurang saya rasa inovasi . dari dulu tidak banyak berubah dan harga tidak cocok untuk kembali paker .,negative,sudah beberapa kali ke jampoeng daun suasana dingin enak cuma sering hujan yang kurang saya rasa inovasi dari dulu tidak banyak berubah dan harga tidak cocok untuk kembali paker,2
"makanan enak rasanya dan berbeda dengan konsep kafe lain . hanya saja , mereka menulis untuk sarapan also , tetapi ketika jam 8 atau 9 pagi saya ke sana , mereka masih tutup . saya sedih dan kecewa . tolong untuk management agar dipastikan jam sarapan itu jam berapa .",negative,makanan enak rasanya dan berbeda dengan konsep kafe lain hanya saja mereka menulis untuk sarapan also tetapi ketika jam 8 atau 9 pagi saya ke sana mereka masih tutup saya sedih dan kecewa tolong untuk management agar dipastikan jam sarapan itu jam berapa,2
"saya memilih tempat makan di saung dengan pemandangan sawah memesan nasi timbel komplit , surabi oncom dan colenak pesanan datang tidak harus menunggu lama . hanya saja saya kecewa dengan serabi nya . di luar ekspektasi saya . tidak enak .",negative,saya memilih tempat makan di saung dengan pemandangan sawah memesan nasi timbel komplit surabi oncom dan colenak pesanan datang tidak harus menunggu lama hanya saja saya kecewa dengan serabi nya di luar ekspektasi saya tidak enak,2
banjir itu diatasi dolo . kok bodo sih lo .,negative,banjir itu diatasi dolo kok bodo sih lo,2
"begini ya , mantan gubernur salah omong saja tersinggung terus semua demo dan akhirnya dipenjara , gereja di bom romo dibacok langsung semua pada bilang ? jangan salahkan agama nya , salahkan orang nya ? dan akhirnya kasus lenyap sekejap dan besok nya terulang lagi . indonesia kayak gini ? coba kasih tahu di kata toleransi antar umat itu sekarang .",negative,begini ya mantan gubernur salah omong saja tersinggung terus semua demo dan akhirnya dipenjara gereja di bom romo dibacok langsung semua pada bilang jangan salahkan agama nya salahkan orang nya dan akhirnya kasus lenyap sekejap dan besok nya terulang lagi indonesia kayak gini coba kasih tahu di kata toleransi antar umat itu sekarang,2
"terletak di ketinggian kota bandung . suasana resto sangat santai dan nyaman . jika malam , pilihlah duduk di pinggir dekat jendela , lilatlah bandung di malam hari bersama pasangan anda . ada live musik dan anda bisa menyumbangkan suara emas anda di sana . pilihan menu cukup dengan rasa yang rata-rata mendekati tidak enak . tidak ada menu yang special di sini .",negative,terletak di ketinggian kota bandung suasana resto sangat santai dan nyaman jika malam pilihlah duduk di pinggir dekat jendela lilatlah bandung di malam hari bersama pasangan anda ada live musik dan anda bisa menyumbangkan suara emas anda di sana pilihan menu cukup dengan rasa yang ratarata mendekati tidak enak tidak ada menu yang special di sini,2
"dengarkan saya baik-baik luhut , jokowi ! pki itu masih ada ! buka mata kalian ! mereka itu sedang sembunyi di instansi-instansi pemerintah !",negative,dengarkan saya baikbaik luhut jokowi pki itu masih ada buka mata kalian mereka itu sedang sembunyi di instansiinstansi pemerintah,2
mengecewakan,negative,mengecewakan,2
"ah payah banget manchester city bisa kalah begitu dikandang -- memang tim cupu liga champions . diliga doang jago , memalukan inggris saja .",negative,ah payah banget manchester city bisa kalah begitu dikandang memang tim cupu liga champions diliga doang jago memalukan inggris saja,2
"sampai hari ini , gue masih belum menyesal pilih jokowi - ahok . semoga pendapat gue tidak berubah sampai akhir masa jabatan mereka .",negative,sampai hari ini gue masih belum menyesal pilih jokowi ahok semoga pendapat gue tidak berubah sampai akhir masa jabatan mereka,2
kalau berbohong itu jokowi dan cebong ahli nya . hayo sapa lagi yang mau menambahkan,negative,kalau berbohong itu jokowi dan cebong ahli nya hayo sapa lagi yang mau menambahkan,2
"diam km indosat , jangan membuat aku marah .",negative,diam km indosat jangan membuat aku marah,2
"kalau ada mentri sok lucu gimana pak ri ? miskin kinerja tetapi banyak sensasi . daftar odong-odong tidak mempan , pakai jurus lain . ah enggak asik lo .. !!",negative,kalau ada mentri sok lucu gimana pak ri miskin kinerja tetapi banyak sensasi daftar odongodong tidak mempan pakai jurus lain ah enggak asik lo,2
tidak kebahagiaan,negative,tidak kebahagiaan,2
"sebelum si zaadith cari perhatian sama jokowi si agus udah datang duluan , jadi yang mana yang pahlawan ? yang aksi langsung ke papua atau yang ngoceh-ngoceh dan masuk tivi sana sini ?",negative,sebelum si zaadith cari perhatian sama jokowi si agus udah datang duluan jadi yang mana yang pahlawan yang aksi langsung ke papua atau yang ngocehngoceh dan masuk tivi sana sini,2
"menyenangkan , makanan enak tapi ya pelayanan kurang , terlalu lama makanan yang dipesan , minuman juga enak enak",negative,menyenangkan makanan enak tapi ya pelayanan kurang terlalu lama makanan yang dipesan minuman juga enak enak,2
tempat nya lumayan enak nyaman . triliun - bone steak nya saya paling senang makan steak itu . tapi tempat parkir nya kurang luas . dan menyebalkan banget kalau pada saat kita makan kemudian disuruh untuk memindahkan mobil karena ada orang lain yang selesai makan dan akan keluar kendaraan nya . itu sangat mengganggu .,negative,tempat nya lumayan enak nyaman triliun bone steak nya saya paling senang makan steak itu tapi tempat parkir nya kurang luas dan menyebalkan banget kalau pada saat kita makan kemudian disuruh untuk memindahkan mobil karena ada orang lain yang selesai makan dan akan keluar kendaraan nya itu sangat mengganggu,2
"sehari sebelum kedatangan , kami sudah membuat reservasi . pada hari hanya di jam 10.30 , kami pun sudah mendatangi lokasi dan sudah konfirmasi dan mendapat kursi no. 1 dan 2 . namun , saat kami datang sesuai dengan jadwal , kami mendapati orang lain menempati kursi kami dan diminta untuk mengambil kursi lainnya . kecewa , sudah pasti ! mengenai rasa , tidak jauh berbeda dengan restoran sunda . tidak ada yang istimewa .",negative,sehari sebelum kedatangan kami sudah membuat reservasi pada hari hanya di jam 1030 kami pun sudah mendatangi lokasi dan sudah konfirmasi dan mendapat kursi no 1 dan 2 namun saat kami datang sesuai dengan jadwal kami mendapati orang lain menempati kursi kami dan diminta untuk mengambil kursi lainnya kecewa sudah pasti mengenai rasa tidak jauh berbeda dengan restoran sunda tidak ada yang istimewa,2
"pemandangan dan interior nya memang outstanding . salah satu alasan kenapa kami pilih resto ini . tapi kalau kamu lapar , restoran ini penuh jangan deh makan di sini . bisa jadi anda akan mengalami hal yang sama dengan saya . dari awal sudah disampaikan bahwa meja ada tapi 30 menit baru bisa mulai order . kami sanggup . namun sayang saat kami yang berempat order makanan ada lalat nya . saya tidak suka .",negative,pemandangan dan interior nya memang outstanding salah satu alasan kenapa kami pilih resto ini tapi kalau kamu lapar restoran ini penuh jangan deh makan di sini bisa jadi anda akan mengalami hal yang sama dengan saya dari awal sudah disampaikan bahwa meja ada tapi 30 menit baru bisa mulai order kami sanggup namun sayang saat kami yang berempat order makanan ada lalat nya saya tidak suka,2
"kita cuma mau makan ke sini , tap harga nya terlalu mahal , padahal makanan yang dijualkan makan indonesia umum nya . mohon dipertimbangkan harga jangan terlalu mahal . padahal jajanan lain di bandung kan banyak ! banyak pilihanlah untuk menikmati makanan sejenis yang murah . nasi goreng saja mahal banget banget ! kesal .",negative,kita cuma mau makan ke sini tap harga nya terlalu mahal padahal makanan yang dijualkan makan indonesia umum nya mohon dipertimbangkan harga jangan terlalu mahal padahal jajanan lain di bandung kan banyak banyak pilihanlah untuk menikmati makanan sejenis yang murah nasi goreng saja mahal banget banget kesal,2
bahaya laten di / tii harus diwaspadai dan dipantau terus-menerus . aparat keamanan hukum tidak boleh lengah .,negative,bahaya laten di tii harus diwaspadai dan dipantau terusmenerus aparat keamanan hukum tidak boleh lengah,2
penutupan jalan jatibaru oleh gubernur jakarta pak anies dilaporkan polisi tetapi pas pak ahok melakukan penutupan jalan tidak ada yang berani melapor ? apa ini adil kawan-kawan ?,negative,penutupan jalan jatibaru oleh gubernur jakarta pak anies dilaporkan polisi tetapi pas pak ahok melakukan penutupan jalan tidak ada yang berani melapor apa ini adil kawankawan,2
"three kok tipu ya , saya beli paket nomor 1 saya unduh game size 1 gb masak log habis , kata nya 75 gb kenapa log setelah cuma donlod game 1 gb",negative,three kok tipu ya saya beli paket nomor 1 saya unduh game size 1 gb matang log habis kata nya 75 gb kenapa log setelah cuma donlod game 1 gb,2
"tangkap saja pak say . gara-gara dia , negara ini jadi kacau .",negative,tangkap saja pak say garagara dia negara ini jadi kacau,2
tjahjo ku molo jadi mentri kok tidak jelas begitu,negative,tjahjo ku molo jadi mentri kok tidak jelas begitu,2
"boleh marah tidak ? sungguh terlalu indosat , sudah hampir 24 jam saya tidak bisa akses data . terima kasih atas pelayanan yang super lemah otak ini indosat .",negative,boleh marah tidak sungguh terlalu indosat sudah hampir 24 jam saya tidak bisa akses data terima kasih atas pelayanan yang super lemah otak ini indosat,2
yusri binti maling .,negative,yusri binti maling,2
"saya melipir ke ayam goreng raos karena terdesak oleh hujan deras , sebelumnya belum pernah mampir ke sini . nasi ayam bakar dengan tahu tempe dan es teh manis rp 25.000,00 . agak mahal nih . cukup enak sih , tapi tidak ada yang spesial baik dari rasa , bumbu , atau cara penyajian . pantas sepi :",negative,saya melipir ke ayam goreng raos karena terdesak oleh hujan deras sebelumnya belum pernah mampir ke sini nasi ayam bakar dengan tahu tempe dan es teh manis rp 2500000 agak mahal nih cukup enak sih tapi tidak ada yang spesial baik dari rasa bumbu atau cara penyajian pantas sepi,2
"tanggal 12 february adalah ulang tahun pacar saya , dan saya mengajak dia untuk makan di restaurant don woori yang terkenal di bandung . saya ingin memberi kado ulang tahun dengan makan yang enak di sana . tapi . saat itu saya datang kira kira jam setengah 3n . tempat penuh sehingga kami harus menunggu . daftar tunggu pada saat itu sekitar 4 meja . 15 menit kemudian .",negative,tanggal 12 february adalah ulang tahun pacar saya dan saya mengajak dia untuk makan di restaurant don woori yang terkenal di bandung saya ingin memberi kado ulang tahun dengan makan yang enak di sana tapi saat itu saya datang kira kira jam setengah 3n tempat penuh sehingga kami harus menunggu daftar tunggu pada saat itu sekitar 4 meja 15 menit kemudian,2
tidak bersih,negative,tidak bersih,2
"kasihan pak prabowo punya anak buah malah menambah beban . buang saja pak , tak berguna begitu ngapain dipertahankan",negative,kasihan pak prabowo punya anak buah malah menambah beban buang saja pak tak berguna begitu ngapain dipertahankan,2
indosat ini memang hobi nya bikin saya marah ya,negative,indosat ini memang hobi nya bikin saya marah ya,2
wah parah semua yang tidak beres china .,negative,wah parah semua yang tidak beres china,2
lu keturunan gayo bekas ludah anjing . yang tidak tahu malu sudah kami beri tempat ditanah kami . tapi tidak pernah merasa bersyukur kalian . !,negative,lu keturunan gayo bekas ludah anjing yang tidak tahu malu sudah kami beri tempat ditanah kami tapi tidak pernah merasa bersyukur kalian,2
"mana ahokers pecundang dan cebong sekolam yang biasa koar-koar cabul-cabul ? ini asli mesum total , ketangkap basah dan mengakui nya walaupun diduga ada niat lain by the way , kenapa kalian sungkem semua ?",negative,mana ahokers pecundang dan cebong sekolam yang biasa koarkoar cabulcabul ini asli mesum total ketangkap basah dan mengakui nya walaupun diduga ada niat lain by the way kenapa kalian sungkem semua,2
kenapa aku baca manifesto calon umum ini semua bosan . macam entahlah,negative,kenapa aku baca manifesto calon umum ini semua bosan macam entahlah,2
oh pantesan dipecat dari menteri . sudah ada kjp kok ngapain kip . mengajarkan rakyat jadi rakus ini anies .,negative,oh pantesan dipecat dari menteri sudah ada kjp kok ngapain kip mengajarkan rakyat jadi rakus ini anies,2
ini betina pelacur sudah hancur . nama nya iriani mamak si gibran dan kaesang . dan dia ini isteri presiden jokowidodo anggota pki .,negative,ini betina pelacur sudah hancur nama nya iriani mamak si gibran dan kaesang dan dia ini isteri presiden jokowidodo anggota pki,2
"pelaksanaan tes skd apa terlalu dipaksakan minimal ? kok banyak yang ditunda gara-gara jaringan komputer . kasihan yang jauh-jauh datang ke lokasi ujian euy , buang tenaga , waktu , dan pasti nya merubah psikologi juga :",negative,pelaksanaan tes skd apa terlalu dipaksakan minimal kok banyak yang ditunda garagara jaringan komputer kasihan yang jauhjauh datang ke lokasi ujian euy buang tenaga waktu dan pasti nya merubah psikologi juga,2
tidak makmur,negative,tidak makmur,2
"mau marah sama indosat lemah otak sekali ,",negative,mau marah sama indosat lemah otak sekali,2
tidak terbaik,negative,tidak terbaik,2
"nama nya otak udang , bego , idiot , dengki tak ada etika itulah mahasiswa tak ada wawasan karena otak nya sudah tercemar pks , buat malu ui",negative,nama nya otak udang bego idiot dengki tak ada etika itulah mahasiswa tak ada wawasan karena otak nya sudah tercemar pks buat malu ui,2
tidak sayang,negative,tidak sayang,2
pagi yang melelahkan rasanya ingin diam saja,negative,pagi yang melelahkan rasanya ingin diam saja,2
"tidak ada urusan prabowo dengan gua , gua rakyat biasa yang harus mengkritik kebijakan jokoblok yang hanya pencitraan prestasi nol",negative,tidak ada urusan prabowo dengan gua gua rakyat biasa yang harus mengkritik kebijakan jokoblok yang hanya pencitraan prestasi nol,2
"heran ya , rata-rata pendukung ahok ini seperti orang tidak waras . caci maki di puji , ingkar janji kata nya prestasilah , yang santun , bekerja demi rakyat dibulan . ananda sukarlan ini sepertinya sudah keracunan pantat cina ya .",negative,heran ya ratarata pendukung ahok ini seperti orang tidak waras caci maki di puji ingkar janji kata nya prestasilah yang santun bekerja demi rakyat dibulan ananda sukarlan ini sepertinya sudah keracunan pantat cina ya,2
jenuh banget sama semuanya,negative,jenuh banget sama semuanya,2
stres aku baca . jenuh eja satu persatu,negative,stres aku baca jenuh eja satu persatu,2
"kami memesan steak , daging nya terlalu matang dan kentang nya tidak enak . mungkin lebih baik kami mencoba kue dan milkshake saja .",negative,kami memesan steak daging nya terlalu matang dan kentang nya tidak enak mungkin lebih baik kami mencoba kue dan milkshake saja,2
"jadi jangan bertanya , kenapa orang papua merasa diperlakukan berbeda . mereka memang berbeda , sudah kulit hitam , pakai koteka lagi .",negative,jadi jangan bertanya kenapa orang papua merasa diperlakukan berbeda mereka memang berbeda sudah kulit hitam pakai koteka lagi,2
tidak bahagia,negative,tidak bahagia,2
"sesuai rekomendasi , saya mencoba shinmen ramen special dan rasanya menurut saya sangat biasa saja dan kurang cocok di lidah",negative,sesuai rekomendasi saya mencoba shinmen ramen special dan rasanya menurut saya sangat biasa saja dan kurang cocok di lidah,2
"islam arti nyai sama dengan induk babi , s sama dengan sengsara seumur hidup , l sama dengan lama-lama semakin gila , a sama dengan anak anjing , m sama dengan manusia miskin . itulah arti islam yang kalian tidak ketahui wahai orang bodo !",negative,islam arti nyai sama dengan induk babi s sama dengan sengsara seumur hidup l sama dengan lamalama semakin gila a sama dengan anak anjing m sama dengan manusia miskin itulah arti islam yang kalian tidak ketahui wahai orang bodo,2
habib rizieq pengecut sekali .,negative,habib rizieq pengecut sekali,2
kadang mikir gimana ya rasanya jadi perempuan di gym . banyak mas mas dan om om modus . pasti risih dan tidak nyaman .,negative,kadang mikir gimana ya rasanya jadi perempuan di gym banyak mas mas dan om om modus pasti risih dan tidak nyaman,2
"pelaku lgbt hukuman nya bukan di cambuk atau di rajam , tapi hudud . lebih keras dari rajam .",negative,pelaku lgbt hukuman nya bukan di cambuk atau di rajam tapi hudud lebih keras dari rajam,2
tidak tertarik,negative,tidak tertarik,2
mahasiswa zaman sekarang terlalu banyak mengeluh tapi kurang berkarya,negative,mahasiswa zaman sekarang terlalu banyak mengeluh tapi kurang berkarya,2
"wahai para penjilat dan penjual agama ! berhentilah menghina kami umat islam . nanti jika kami teriakkan jihad akbar , kalian musnah",negative,wahai para penjilat dan penjual agama berhentilah menghina kami umat islam nanti jika kami teriakkan jihad akbar kalian musnah,2
"lgbt dan kumpul kebo diperbolehkan oleh mk , tapi ingat , hukum rakyat akan tetap berlaku . bagi siapa yang ketahuan lgbt dan kumpul kebo harus di rajam , di perempatan jalan",negative,lgbt dan kumpul kebo diperbolehkan oleh mk tapi ingat hukum rakyat akan tetap berlaku bagi siapa yang ketahuan lgbt dan kumpul kebo harus di rajam di perempatan jalan,2
copot yasonna laoly dari posisi menkumham . kinerja paling buruk !,negative,copot yasonna laoly dari posisi menkumham kinerja paling buruk,2
sudah seharusnya rakyat bergerak . kita tidak hanya bisa berdiam diri dipermainkan oleh jokowi . orang seperti dia sangat patut kita benci .,negative,sudah seharusnya rakyat bergerak kita tidak hanya bisa berdiam diri dipermainkan oleh jokowi orang seperti dia sangat patut kita benci,2
"pdip adalah pki , tenggelamkan rakyat indonesia . partai pengkhianat bangsa .",negative,pdip adalah pki tenggelamkan rakyat indonesia partai pengkhianat bangsa,2
mereka orang-orang kafir siap menyerang kita ? maka mari kita bersiap menyambut wangi nya jalan jihad .,negative,mereka orangorang kafir selesai menyerang kita maka mari kita bersiap menyambut wangi nya jalan jihad,2
"ini di bekasi mana nya antar ? kesal banget liat yang pakai kotak-kotak baju biru . aparat nya juga lagi , tidak becus banget !",negative,ini di bekasi mana nya antar kesal banget liat yang pakai kotakkotak baju biru aparat nya juga lagi tidak becus banget,2
tolonglah pihak telkomsel di revisi harga-harga paket internet nya harga nya selangit .,negative,tolonglah pihak telkomsel di revisi hargaharga paket internet nya harga nya selangit,2
musuh terbesar kuliah di pagi hari selain bangun dan mandi subuh adalah macet : berangkat macet pulang pun macet :,negative,musuh terbesar kuliah di pagi hari selain bangun dan mandi subuh adalah macet berangkat macet pulang pun macet,2
"pelayanan bank bca sunset road bali jelek banget , apalagi customer service nya . payah bca !",negative,pelayanan bank bca sunset road bali jelek banget apalagi customer service nya payah bca,2
"komnas ham ini merupakan badan pemerintah , bukan nya independent . maka dari itu harus dibubarkan karena selama ini kerja nya tidak ada arti sama sekali .",negative,komnas ham ini merupakan badan pemerintah bukan nya independent maka dari itu harus dibubarkan karena selama ini kerja nya tidak ada arti sama sekali,2
dasar kaum jomblo iri hati dengki,negative,dasar kaum jomblo iri hati dengki,2
khofifah mau saja kerja bareng gus ipul padahal gus pul track record nya tidak bagus .,negative,khofifah mau saja kerja bareng gus ipul padahal gus pul track record nya tidak bagus,2
"admin tokopedia tidak konsisten dengan solusi nya sendiri , pembeli yang dirugikan inv / 20171117 / xvii / xi / 116479252",negative,admin tokopedia tidak konsisten dengan solusi nya sendiri pembeli yang dirugikan inv 20171117 xvii xi 116479252,2
nanti prabowo menang bukan karena rakyat suka . karena rakyat sudah tidak suka dengan jokowi .,negative,nanti prabowo menang bukan karena rakyat suka karena rakyat sudah tidak suka dengan jokowi,2
ingin marah-marah rasanya sama indosat,negative,ingin marahmarah rasanya sama indosat,2
saya tidak suka belanja online karena kapok sudah kena tipu,negative,saya tidak suka belanja online karena kapok sudah kena tipu,2
"pendeta ajaran sesat , biadab itu",negative,pendeta ajaran sesat biadab itu,2
"fpi matilah kau segera ! bikin gaduh , tidak guna lu pada !",negative,fpi matilah kau segera bikin gaduh tidak guna lu pada,2
ini jus - nya tidak enak ! masa rasa wortel tomat ? jijik ! tidak mau menghabiskan ! enek banget !,negative,ini jus nya tidak enak masa rasa wortel tomat jijik tidak mau menghabiskan enek banget,2
"orang suka prabowo itu apa nya , aku tidak mengerti karena menurut ku dia itu ambisous dan oportunis dan ku yakin ri bisa kembali ke orde baru jika dia jadi pres malah lebih parah .",negative,orang suka prabowo itu apa nya aku tidak mengerti karena menurut ku dia itu ambisous dan oportunis dan ku yakin ri bisa kembali ke orde baru jika dia jadi pres malah lebih parah,2
ketua dpc kota bogor enggan mengomentari pengusungan dan dedie rachim .,negative,ketua dpc kota bogor enggan mengomentari pengusungan dan dedie rachim,2
"mau marah , sudah tidak kuat . 9 tahun pakai indosat",negative,mau marah sudah tidak kuat 9 tahun pakai indosat,2
telkomsel . asli bikin marah,negative,telkomsel asli bikin marah,2
"bukan itu saja , tapi sayang orang-orang yang datang ke situ , tidak setimpal saja bayar sana sini tapi lokasi mengecewakan , kotor dan banyak sampah . yang mengutip duit di daerah pantai juga tidak resmi begitu , tidak ada tiket apa apa",negative,bukan itu saja tapi sayang orangorang yang datang ke situ tidak setimpal saja bayar sana sini tapi lokasi mengecewakan kotor dan banyak sampah yang mengutip duit di daerah pantai juga tidak resmi begitu tidak ada tiket apa apa,2
berhati - hatilah pak . banyak pejabat yang merasa tercekik selama bapak memimpin . maka dari itu mereka menghalalkan segala cara agar bapak lengser .,negative,berhati hatilah pak banyak pejabat yang merasa tercekik selama bapak memimpin maka dari itu mereka menghalalkan segala cara agar bapak lengser,2
lgbt bukan kelakuan manusia . mereka dibuang saja ke ujung dunia . setuju ?,negative,lgbt bukan kelakuan manusia mereka dibuang saja ke ujung dunia setuju,2
"ini menyesal sekali makan indomie salted ego . makan nya tadi pagi jam 8 , sampai sekarang after taste nya masih ada ! gaenak banget lagi ya allah",negative,ini menyesal sekali makan indomie salted ego makan nya tadi pagi jam 8 sampai sekarang after taste nya masih ada gaenak banget lagi ya allah,2
"ternyata yang sering mengata - ngatai fpi jualan agama , malah melacurkan harga diri dan agama nya demi uang padahal selain bertentangan dengan agama !",negative,ternyata yang sering mengata ngatai fpi jualan agama malah melacurkan harga diri dan agama nya demi uang padahal selain bertentangan dengan agama,2
pakai xl bikin saya tidak suka main ponsel,negative,pakai xl bikin saya tidak suka berantem ponsel,2
ini bocah tidak tahu diri sumpah . musnah saja dari peredaran bumi mahkluk seperti ini .,negative,ini bocah tidak tahu diri sumpah musnah saja dari peredaran bumi mahkluk seperti ini,2
"saya orang muslim tapi tidak sebajingan itu , banjir yang di salahkan kok gubernur nya . rakyat jakarta itu orang-orang nya bejat biadab keparat otak-otak nya tidak beda sama hewan babi hutan bisa nya cuma mencaci maki .",negative,saya orang muslim tapi tidak sebajingan itu banjir yang di salahkan kok gubernur nya rakyat jakarta itu orangorang nya bejat biadab keparat otakotak nya tidak beda sama hewan babi hutan bisa nya cuma mencaci maki,2
"woi , ini benar-benar tarif sms ke operator merah 1000 rupiah per sms ?! anjing penjahat !",negative,woi ini benarbenar tarif sms ke operator merah 1000 rupiah per sms anjing penjahat,2
"di mana ada pulang kerja awal , di situ macet melanda",negative,di mana ada pulang kerja awal di situ macet melanda,2
"bosan cerita itu melulu . saya sudah tahu sejak soeharto , sby sampai jokowi . cerita tentang impor beras , gula , terigu , garam .",negative,bosan cerita itu melulu saya sudah tahu sejak soeharto sby sampai jokowi cerita tentang impor beras gula terigu garam,2
apa yang jokowi sampaikan sangat tidak berkualitas . selalu menyerang pribadi seseorang yang terkadang cenderung fitnah .,negative,apa yang jokowi sampaikan sangat tidak berkualitas selalu menyerang pribadi seseorang yang terkadang cenderung fitnah,2
"tertarik masuk restoran ini karena ramai , interior nya yang seperti menonjolkan suasana rumah zaman dulu , dan buku menu yang menawarkan menu dengan harga pas di kantong . setelah saya memesan ternyata kesan pas di kantong menjadi berubah . menu ikan kembung yang lebih murah ternyata tanpa nasi . untuk menu satu piring ikan kembung ala rumahan beserta lauk lain pelengkap nya dan segelas teh tarik , . lanjutan",negative,tertarik masuk restoran ini karena ramai interior nya yang seperti menonjolkan suasana rumah zaman dulu dan buku menu yang menawarkan menu dengan harga pas di kantong setelah saya memesan ternyata kesan pas di kantong menjadi berubah menu ikan kembung yang lebih murah ternyata tanpa nasi untuk menu satu piring ikan kembung ala rumahan beserta lauk lain pelengkap nya dan segelas teh tarik lanjutan,2
"ada 2 hari tidak connect nih wifi nya ! kesal banget , lama-lama sudah seperti indihome nih ! bayar mahal tetapi tidak bisa dipakai",negative,ada 2 hari tidak connect nih wifi nya kesal banget lamalama sudah seperti indihome nih bayar mahal tetapi tidak bisa dipakai,2
"by the way depok lagi macet-macet nya karena jembatan di jalan pitara lagi diperbaiki . bakal lama nih , __sad__ tua di jalan",negative,by the way depok lagi macetmacet nya karena jembatan di jalan pitara lagi diperbaiki bakal lama nih __sad__ tua di jalan,2
buat adek-adek yang masih sekolah . jangan ditiru ya bapak-bapak dari gerindra dan pks ini . abis main-main kartu ktp sekarang malah main-main kartu punya wasit sepak bola . mumpung masih muda adek-adek puaskanlah bermain . biar tidak seperti bapak-bapak ini . waktu nya kerja untuk negeri malah bermain kartu .,negative,buat adekadek yang masih sekolah jangan ditiru ya bapakbapak dari gerindra dan pks ini abis mainmain kartu ktp sekarang malah mainmain kartu punya wasit sepak bola mumpung masih muda adekadek puaskanlah bermain biar tidak seperti bapakbapak ini waktu nya kerja untuk negeri malah bermain kartu,2
